Geracao,Individuo 1,Individuo 2,Individuo 3,Individuo 4,Individuo 5,Individuo 6,Individuo 7,Individuo 8,Individuo 9,Individuo 10,Individuo 11,Individuo 12,Individuo 13,Individuo 14,Individuo 15,Individuo 16,Individuo 17,Individuo 18,Individuo 19,Individuo 20,Individuo 21,Individuo 22,Individuo 23,Individuo 24,Individuo 25,Individuo 26,Individuo 27,Individuo 28,Individuo 29,Individuo 30,Individuo 31,Individuo 32,Individuo 33,Individuo 34,Individuo 35,Individuo 36,Individuo 37,Individuo 38,Individuo 39,Individuo 40,Individuo 41,Individuo 42,Individuo 43,Individuo 44,Individuo 45,Individuo 46,Individuo 47,Individuo 48,Individuo 49,Individuo 50,Individuo 51,Individuo 52,Individuo 53,Individuo 54,Individuo 55,Individuo 56,Individuo 57,Individuo 58,Individuo 59,Individuo 60,Individuo 61,Individuo 62,Individuo 63,Individuo 64,Individuo 65,Individuo 66,Individuo 67,Individuo 68,Individuo 69,Individuo 70,Individuo 71,Individuo 72,Individuo 73,Individuo 74,Individuo 75,Individuo 76,Individuo 77,Individuo 78,Individuo 79,Individuo 80,Individuo 81,Individuo 82,Individuo 83,Individuo 84,Individuo 85,Individuo 86,Individuo 87,Individuo 88,Individuo 89,Individuo 90,Individuo 91,Individuo 92,Individuo 93,Individuo 94,Individuo 95,Individuo 96,Individuo 97,Individuo 98,Individuo 99,Individuo 100,Individuo 101,Individuo 102,Individuo 103,Individuo 104,Individuo 105,Individuo 106,Individuo 107,Individuo 108,Individuo 109,Individuo 110,Individuo 111,Individuo 112,Individuo 113,Individuo 114,Individuo 115,Individuo 116,Individuo 117,Individuo 118,Individuo 119,Individuo 120,Individuo 121,Individuo 122,Individuo 123,Individuo 124,Individuo 125,Individuo 126,Individuo 127,Individuo 128,Individuo 129,Individuo 130,Individuo 131,Individuo 132,Individuo 133,Individuo 134,Individuo 135,Individuo 136,Individuo 137,Individuo 138,Individuo 139,Individuo 140,Individuo 141,Individuo 142,Individuo 143,Individuo 144,Individuo 145,Individuo 146,Individuo 147,Individuo 148,Individuo 149,Individuo 150
56,136812,139810,140485,140599,140924,140949,173004,160720,171898,171467,156595,177491,171991,154038,168796,172430,180437,176307,161191,177877,175751,171298,169803,155944,175435,172748,177172,175677,169449,165188,161247,174490,172573,154526,177649,149733,179574,156846,170482,179452,165248,169017,167494,173252,164377,176298,176451,163380,167143,178818,162293,161042,166654,167739,162250,176550,163455,163646,163978,184347,164009,172685,174812,170021,167979,171781,171139,163747,169600,174258,170037,164913,177009,165123,168025,163798,148453,176327,158655,163372,171894,173764,168115,170660,173914,161726,184579,164424,167023,169648,182897,180192,167024,175908,176982,157211,166836,159799,153797,174444,178786,162327,170527,168926,175628,175916,169374,183311,165790,163542,169084,160685,171569,168235,156777,168755,172014,180619,177361,166686,186673,181972,158183,172079,172734,174987,162230,170465,179126,160929,173253,170456,163910,165184,171970,141242,173430,160615,173933,172387,180185,175360,178728,172346,172790,177033,174111,166968,168918,163717
57,136812,139810,140485,140599,140924,140949,172053,175929,183027,179630,153616,171040,170689,168221,185186,167517,166196,175103,151761,167247,175880,163852,162541,157887,151191,171789,164664,162609,165213,162667,171740,174592,178690,165560,177168,167800,165040,167529,172356,166718,176219,179463,166373,182614,159868,173057,168908,172008,165213,178933,173884,158926,177072,160145,155871,150281,173006,160473,181346,181912,177092,167728,169209,162193,170162,173340,166782,188827,165662,167559,176764,179572,160349,158989,160896,167076,174960,155924,177576,171222,173964,155662,167648,171672,188792,171275,176164,170547,160557,174222,168444,171369,159764,166146,161429,172246,159148,156090,176640,173616,182596,164017,173467,161373,154108,164890,170353,178978,171280,180879,163245,162904,174409,161889,154424,178290,161786,173017,155626,166015,163387,166740,177569,177999,173846,160399,163967,156754,160219,173564,149793,172402,179506,167397,147574,171364,173538,166942,170408,167781,160637,157945,175833,165386,148713,171224,167376,177263,165542,175433
58,136812,139810,140485,140599,140924,140949,167304,171980,174520,158122,176282,160780,176896,177157,182515,173500,178739,175622,163804,180110,161097,168326,169259,189442,155874,164477,174841,171633,171299,152892,173743,179488,176005,187729,166230,164080,178148,164454,183422,158759,163423,163420,164947,165629,179834,178568,170761,175508,179926,170327,162210,159129,151100,159018,174291,166906,159682,184565,177030,151042,166057,164641,152704,179405,147081,160275,170600,178944,163746,159558,167537,162562,148863,159412,191293,170051,154228,174111,163969,161400,171323,173521,163290,170471,161084,162054,157289,169472,174030,173702,165778,165460,176395,158308,164216,165331,156134,168766,168251,174494,167935,156685,171214,180223,172074,169680,180066,170347,176955,177511,162622,171882,163035,159643,179766,176300,159911,184996,166595,167827,161720,174071,171102,171060,165114,182026,163338,176744,164618,147714,168518,174064,184171,159919,183658,172846,163748,177854,174250,174524,174382,164122,162610,175515,164893,155233,158803,176369,167829,167914
59,136812,139810,140485,140599,140924,140949,179826,164950,171564,168101,161430,151317,174274,157565,151040,177810,179649,181575,172129,177822,170256,170234,167607,167378,183648,156865,182439,169643,175122,172148,161813,176653,174624,167835,180442,158563,169894,148595,160054,176475,178339,156854,169967,168634,181013,184235,172443,176960,181796,166515,169796,175283,163962,173607,167258,167309,176653,180133,153324,173392,156406,162683,173589,153200,156203,169442,161703,168981,165868,175250,176139,178659,158892,158949,171865,168241,169099,159366,156273,177831,157069,175621,189290,162433,166922,189853,167448,159546,170072,178076,165157,165127,159245,164569,162601,168073,171822,157422,168115,161887,176708,179573,169545,167977,171986,181334,170598,179180,173536,161469,165772,178584,179270,164654,160288,174379,173857,170277,181186,171795,170886,158601,176211,170106,171379,164794,170260,150387,173989,156464,162942,178787,176948,164759,178647,168686,150663,173300,174234,181972,176347,164889,161191,162917,176694,174789,163431,168870,160943,166098
60,136812,139810,140485,140599,140924,140949,174285,164871,159140,156705,164443,164791,183012,165330,176766,164634,175333,175475,163310,173274,164170,186852,175245,169341,166622,162180,174236,179892,172306,176395,166957,164072,171462,159303,174062,179278,169971,166857,171892,163544,156867,174999,176313,156986,174727,184404,172435,168914,168093,159887,177506,172377,163777,168148,160754,155095,172774,160590,189209,152384,176218,161397,170875,163867,155202,157357,181082,167650,179188,165276,170081,163903,155343,189396,164519,161726,153112,152525,168988,173360,168601,169548,174159,177466,168878,174769,170873,174233,162224,156611,159520,166715,175677,178322,170456,176489,171757,177001,168099,174419,183359,178528,161581,165207,178977,168282,170121,155613,170887,170145,171817,188332,180304,170579,158447,155415,168650,163108,166875,168117,179614,173572,180189,175012,176720,162157,173754,160973,169682,171780,163835,164298,180564,157749,168291,193085,165047,174466,158914,164283,164025,163655,178207,166406,178805,176762,156502,174513,170411,170377
61,136812,139810,140485,140599,140924,140949,179552,180511,176290,173700,176553,175350,170782,164639,161853,161285,167271,170467,152841,186821,168796,176099,161381,170813,169321,160549,179862,171320,171188,174181,172884,164192,175466,165681,170711,173405,173542,183104,176770,174789,171796,171992,156676,171596,167500,171881,173430,172233,160734,164488,174283,175069,180957,162788,158704,173427,181606,181348,164043,148916,176457,171334,169068,156207,182926,168876,183857,174145,163978,158735,178441,172964,175951,185838,174473,169815,173602,180603,166941,165923,162681,165291,165453,169487,157861,167897,172351,166935,173288,180656,174693,173040,181385,157246,167506,167109,190711,169817,168118,174581,159922,178282,174964,170397,167712,159794,179400,164222,170721,165022,177384,191780,178317,168680,164699,175515,177077,145179,172837,181376,174376,175924,160373,163125,155486,169628,157637,159445,180723,169921,189947,157423,158619,170676,159092,177459,152354,154703,167489,174157,169821,178856,157996,180714,172142,159288,162756,178372,167485,164980
62,136812,139810,140485,140599,140924,140949,166692,166222,175647,158465,175279,172366,163148,176590,183257,171580,176240,176647,159030,153417,152990,179017,166017,179983,183265,173460,168794,173787,179135,160343,184573,165616,174544,148365,178486,167236,171333,172916,173560,170493,167950,179486,178906,165732,172890,168262,164387,185476,173298,168325,170643,171893,188848,174818,174193,162029,169611,171296,176761,169315,166974,165447,173167,166162,148684,160284,156229,152921,176029,162889,169848,164425,167368,179148,168553,172375,161308,179844,165130,166066,185318,152689,170354,173108,161199,166659,162012,161675,144925,167823,170083,172738,181475,168286,157848,167707,183313,169229,154438,167966,168770,168407,163676,174091,160123,170733,182884,183820,157325,164642,163314,170986,170467,177140,167967,162841,154906,179673,165450,171888,173596,170139,166739,174848,156099,177606,152045,172565,175772,163357,157619,181423,172156,174778,160648,162454,166546,159262,159763,161308,155627,163609,182925,164652,165479,165125,169523,165546,181964,179217
63,136812,139810,140485,140599,140924,140949,163149,168058,175791,173966,167049,183415,165668,154878,170989,175329,172535,173692,174368,169818,171213,159401,172518,150338,184980,171445,170816,171255,170056,179565,176088,168011,168914,177629,165186,166834,169089,160064,178086,169643,172918,172755,174641,177578,186377,172183,170036,168966,171540,172552,178200,151653,161544,167918,174005,186598,169471,176096,174847,166638,172340,158963,179976,163905,161596,153142,174637,149771,161952,167998,157088,167198,159686,162738,173503,170282,162374,168338,167088,175462,167722,167584,170335,162432,172236,159956,160818,167614,178807,173996,168590,173919,168089,187490,164987,167483,182914,170513,162462,158599,167716,176165,160564,178032,150597,165202,170714,161421,177918,167103,165410,177185,166131,170051,160529,160835,168248,175948,174461,166853,165386,160316,179858,160917,180047,182588,167947,153534,173841,180692,169025,174081,167119,179312,172518,164105,158468,152321,166919,149207,179098,183461,171267,162768,169061,168939,160833,151995,150519,175959
64,136812,139810,140485,140599,140924,140949,167685,175242,162035,168334,160647,163669,173609,159387,167493,163030,172128,166472,166673,161475,172817,160867,168231,165819,168233,148625,165477,170522,176869,165312,170505,161625,180730,178219,159545,165408,174840,160735,149341,162480,159006,159397,167707,170354,172849,154406,165686,168845,160375,177560,173347,171612,171722,178524,160750,167507,165309,166318,177580,166917,179187,165827,157535,174513,178955,168232,167506,160097,162278,179909,155038,166240,159733,169964,179119,177816,160952,169110,161783,175153,171143,179542,158317,167688,164863,159803,169144,171530,160594,165453,171650,165433,177176,180943,159151,188036,177143,160258,171617,160059,168959,156562,166340,172598,180327,171509,175464,173238,172631,161119,173137,163582,173082,171259,172313,169760,165676,164706,172865,156928,176678,172732,166929,180006,165353,166041,177412,176900,172042,160524,178866,161272,161128,156510,167577,154159,163178,173455,169276,167473,175452,162368,171322,180813,176864,162791,162581,181148,169765,174040
65,136812,139810,140485,140599,140924,140949,164229,170781,177821,158488,164988,178382,171069,183370,173548,170778,168015,153986,171186,157936,167702,168446,165730,166029,163725,165205,166183,177842,161543,159819,168559,166587,167604,170331,171970,156788,167848,159023,180527,174988,172613,162577,173606,182793,171679,166831,173559,159033,171479,157566,182178,167969,167967,152649,169641,159785,167944,174377,155129,156260,152229,163637,160883,167282,171544,158298,160150,175785,165597,158040,155942,178481,179314,182397,156558,167498,176307,162224,178000,177600,175312,170999,179266,170857,161040,173225,173878,175134,171753,174155,176818,157828,172472,179922,179552,163676,171328,161766,176618,170466,157893,156399,150855,164194,169055,166889,165506,168390,184706,178050,143034,179817,160439,162345,167442,169341,162137,165469,156528,168564,167873,174881,169425,167924,179485,164221,165873,182152,162362,173772,164880,148811,167048,177129,169503,155774,167632,178045,169667,165471,155067,168237,172010,169734,167829,158943,181423,172285,159758,180541
66,136812,139810,140485,140599,140924,140949,177252,154707,166088,166080,174381,164898,161371,147254,158949,167456,169548,178211,177582,174668,179333,165730,185178,159040,175137,162992,164456,167861,172057,174975,179152,175704,173227,172418,173080,157563,171713,161468,161517,165506,172875,164792,164537,167989,174484,170689,158876,172380,163551,170762,165671,177630,158840,173645,169538,184187,188412,163163,175148,178748,171171,157147,158446,170497,175504,165166,154906,154644,178414,157683,167605,172803,170922,175087,175335,177983,176267,165497,175234,153842,165772,164372,172317,169068,171226,167477,181222,175845,174105,180527,163814,169217,171014,168961,160166,170545,156336,176564,165131,170654,172191,161501,177263,165325,167085,176787,162274,167868,166331,164584,174973,171373,165903,172447,184074,164095,164419,171734,189766,161727,172080,170423,151912,173437,169800,166389,176715,161801,168355,182465,164863,169991,171686,168460,167536,174566,177523,162635,162383,168548,170172,166597,152530,170348,162439,175560,163895,183066,182735,174207
67,136812,139810,140485,140599,140924,140949,176964,167972,175679,167224,185496,174798,169188,165189,179576,155699,168379,163352,184461,166501,161316,161598,174306,180577,177410,170664,161697,180578,175889,178320,159809,172249,165841,168628,171412,171195,157325,172364,176992,180991,174845,172755,181464,163615,170115,162348,170893,168016,159972,156355,170624,175165,154035,172580,170667,161586,181529,159849,168543,182254,158391,164532,173499,163172,172150,179219,166131,175798,192082,186340,162194,167535,181905,179051,172374,164761,154185,172473,171258,170450,162733,174517,168504,145175,159019,167109,176158,175112,168324,156218,164463,178535,188814,176914,171342,173272,161438,155766,171970,179847,178642,169384,162360,174806,168723,173070,176127,161968,156296,170938,169104,172266,161492,165148,174384,159314,157632,168727,171997,165722,170206,160954,168944,183147,172060,169950,170183,163719,168324,171399,157781,180979,172046,151371,166023,173824,178924,169166,190345,163797,174712,158134,168471,170442,179602,172095,174838,167683,158804,172345
68,136812,139810,140485,140599,140924,140949,176649,159643,168380,172651,170918,172247,170239,169046,174493,184118,170934,163872,170432,171661,165731,180955,173629,164884,162301,178810,180026,167657,174715,170197,167880,160816,169566,169934,177379,172117,158077,169847,166763,175045,166687,179808,173100,164160,163576,173810,165004,170703,173422,170630,163453,157386,184456,174693,186419,181347,177567,161558,176965,161169,166781,164167,159274,183962,165435,167122,180887,178388,172769,167121,168996,176400,168292,155812,171740,172422,163994,166976,169329,170361,178591,174471,155578,163630,161813,175030,160021,162465,160963,159026,167883,162587,168971,176861,173290,184235,176292,169321,167487,164486,166150,169252,180979,172769,175549,177172,172877,163590,169798,174657,164944,179105,171593,164133,164251,174079,176447,169097,167904,165310,166181,172614,161495,161801,150479,176576,180750,164864,177975,176001,159939,183773,170300,167062,184490,172727,167486,183215,161814,163368,187206,166051,174777,168954,174701,168721,154445,166377,161165,166588
69,136812,139810,140485,140599,140924,140949,172820,176907,157466,188329,159015,156642,167444,173117,174832,180234,170525,153581,169485,169334,173994,177287,178918,181717,184725,173909,165216,164993,176402,165369,161370,158965,163785,165925,163863,184365,166999,170465,174478,173860,175803,174549,185732,174193,147856,176382,166059,160404,160514,165500,172833,174126,166727,154012,173006,162430,174017,181338,165111,170540,159893,172503,170149,154924,161855,184813,173322,172628,167950,174945,179852,180763,174500,157747,173613,176143,168973,167473,162204,181505,173996,182313,162991,166167,164173,165277,180522,170196,164351,182570,175832,181409,182431,172670,163569,180332,171616,192177,158761,170106,170017,170535,156491,157119,168317,155982,162108,172386,163965,164140,167407,161014,173978,165366,167706,172712,165585,158710,174086,176589,159864,176741,180288,181637,170122,168235,175591,172902,154404,158414,173650,179583,170719,177503,167550,166611,163206,162964,170798,180710,178192,167438,170663,156304,176708,167479,167346,165593,163041,171127
70,136812,139810,140485,140599,140924,140949,170356,164530,176178,175236,182905,167179,176784,186596,174733,149140,172571,182931,166595,168359,162328,161126,180510,172716,171862,180341,163539,175527,169655,166633,161006,166114,160970,158760,171573,166850,177944,168111,178782,172788,178412,168908,175263,174107,166946,170653,159632,172788,163865,172999,162800,179714,165616,172044,167902,153701,163617,167769,161807,180897,181369,162695,169141,174568,174050,161708,179430,160090,164234,166591,177045,182509,171798,157560,159711,161087,170369,171908,171971,172544,162804,176174,159095,177787,170290,182680,166508,156456,173025,182658,182348,168111,174596,168156,163929,167640,189963,162251,165553,161270,162879,169857,177566,168521,162976,163008,165014,171159,183262,158234,182401,165638,159704,150997,181157,160231,164940,177350,157858,177103,174803,167495,165975,166097,188729,174146,164772,174041,176207,173251,164885,174042,157282,167312,167368,168272,165286,172975,171179,155226,166021,165363,174050,165969,172157,170304,160294,179190,158275,176897
71,136812,139810,140485,140599,140924,140949,158116,185595,165010,176813,166149,171229,179825,173396,164013,177154,175022,173883,169721,176012,160323,174017,164545,172693,181667,167507,171987,171294,170535,169579,171236,168241,179349,167826,158932,163198,167254,165754,170291,157581,167962,174130,174153,166439,184717,165694,186548,185167,165367,188986,168282,159691,162322,183968,164890,181773,159594,157076,175248,176448,172148,165181,167831,166340,171726,181622,162455,166206,171317,164048,158819,169722,167676,162450,173864,169699,177724,170372,175691,163173,175776,179877,175111,171329,175555,160599,179127,169627,170677,161730,166506,172932,174353,169615,167538,164494,174715,190944,159766,169344,173190,173073,175291,172154,173510,167468,152027,173623,173196,164459,162102,160056,161412,161846,157386,165186,181120,178375,166739,167873,163415,153870,175359,156928,181403,174242,172645,182667,160892,162253,181446,162187,166702,169979,173553,170767,154500,166380,167229,168402,170016,165480,178046,163457,180153,172778,161455,176207,176683,174722
72,136812,139810,140485,140599,140924,140949,161950,176127,190431,169212,157530,169512,177570,167155,169814,158755,189914,161654,168017,171454,179278,173246,179075,184033,166267,187390,181358,175676,148243,161697,161966,169778,163846,172166,169926,167192,179634,178212,170631,164763,167436,175706,165595,174412,166112,170485,177918,176134,164565,174739,162519,175181,177067,169748,171201,168538,181806,166520,177740,167249,188782,170572,180791,174301,154055,175876,178152,167125,165328,169526,171724,167389,187405,181324,179835,169709,184786,155729,171905,177746,171333,167980,188389,187676,173791,167679,179472,167703,169826,168398,162281,158654,159054,177622,160975,170777,154123,174024,181157,153988,180778,166333,175973,158642,157287,171287,156204,177732,174833,183712,154593,166128,171733,184015,171981,162899,174879,156742,174800,159748,181147,173742,175610,164237,168870,166548,162498,176087,179347,174865,163667,168026,171275,166438,157104,166483,163425,160457,174643,169834,165255,162811,173274,171019,170304,155542,166588,164832,172725,166384
73,136812,139810,140485,140599,140924,140949,174730,170956,157492,173894,158085,159655,172338,158535,159664,159590,153628,172237,161567,178100,172304,174535,161718,171656,166013,164452,162311,171125,167420,160976,179101,167169,186318,173158,177464,176154,162605,172541,160907,170454,159871,165802,169891,169720,176545,163024,181122,153723,166680,187009,175093,163050,188249,190035,155748,191125,171972,176431,160668,158153,175269,177976,185144,161271,180222,167383,158565,182229,175217,171015,161755,170400,166798,184101,181664,172253,173153,184139,162277,151202,158700,186451,182074,154183,176271,164975,200001,182383,172973,168968,160341,159897,169472,177637,188514,182767,174192,177196,179841,176585,178366,171509,165401,166906,178505,171567,162324,167083,167864,185375,166230,169689,170650,186394,169226,179415,166473,159984,158940,173282,183356,181963,162266,186105,165630,164386,171060,174552,170109,173921,166692,166622,171211,182935,162790,168765,177273,168616,169644,169140,169094,172510,183762,184513,176809,165628,164891,167478,169365,185857
74,136812,139810,140485,140599,140924,140949,182147,163655,170252,178038,166138,176913,178099,176946,185720,172648,176390,163979,182555,168213,169400,179743,172406,156869,179948,169581,163088,173466,162746,175984,164680,165757,179785,168223,171485,173057,178676,164924,169391,174508,157814,165800,179635,169418,183773,164133,178473,163970,170370,164533,165592,177162,173147,163614,172520,167255,181052,153290,166923,183435,178014,173869,159684,187145,172377,175004,155652,165265,168152,178830,174236,165469,153762,180529,179854,172464,163566,162703,167978,173957,173821,170315,161561,154802,171837,164843,174682,160280,194524,162928,182930,161766,165037,173887,164093,159948,171657,178371,182360,177596,161837,168642,161229,172794,164564,172586,161202,155660,158933,173457,165609,166508,172681,172621,169560,179657,170383,168387,177611,158751,193599,141671,167692,178883,163956,174164,160417,175318,153195,168025,174142,168461,168674,165787,174383,181646,168920,173099,169231,159013,160507,165768,165445,176245,174794,175838,159252,173658,179602,161719
75,136812,139810,140485,140599,140924,140949,178353,163163,157235,162905,186476,172944,151348,176671,196667,178722,170939,168707,157036,164913,169708,154674,178634,164029,157998,167801,166751,170130,166036,166658,175657,159913,170385,167752,171955,162654,167165,161588,175232,165335,160507,160278,176638,167810,172338,154550,177131,178830,179580,178860,167744,176905,179976,176539,183104,169505,180201,163250,177776,163584,178322,177826,169824,178362,172176,178049,159417,172809,177823,180735,169056,182667,173113,166079,183138,171801,167389,172267,166998,146229,172197,174519,180409,164055,163664,165380,179071,171251,164121,160148,164062,171873,174266,185733,158861,170097,155920,172217,182495,171133,163806,155355,179392,179102,164193,169954,171856,174607,181740,161504,171216,176838,169755,182137,178815,145043,170526,155072,167094,170579,157660,156336,170298,157192,169329,166620,157412,152706,159176,164946,176415,175694,165093,172949,172959,156286,174636,177823,171781,178240,185651,166800,149228,168334,179428,178988,167940,178627,161594,164609
76,136812,139810,140485,140599,140924,140949,171156,178285,177685,181807,176729,182635,166392,178744,167689,166493,165544,182274,181949,164019,163889,166735,179855,168446,172205,174257,158730,172077,172583,155881,178247,176709,164690,163129,175081,175075,174871,177333,159619,159330,154223,174340,169345,160806,167821,168020,178413,177108,161216,169390,180023,174451,163993,170582,172628,175192,178015,178461,180895,177020,174549,165877,180845,161355,175035,169202,177463,156387,161593,164377,166729,166765,162253,172108,159570,163471,170743,167602,177776,182313,164142,177309,157035,156090,165401,170445,175205,153831,167935,168144,173080,159912,172722,176005,181415,177795,161095,165836,175598,164210,163701,154774,166005,162452,165391,165589,177288,175080,159353,164555,171980,172018,167914,167422,162154,168079,165893,173369,191548,173114,177634,176789,180624,175430,164345,166348,171344,181247,178893,166924,173043,172069,179640,167459,173338,177541,162114,185787,166123,176425,182125,165259,185115,175614,169904,157617,167776,168782,166397,173967
77,136812,139810,140485,140599,140924,140949,173919,166811,168004,166377,167009,174442,178711,174025,161216,170539,160876,183251,171528,166815,170483,178363,171192,170286,163146,163576,162552,165453,171860,169434,146452,177921,162827,179037,162506,170498,163566,176698,172273,172511,159577,163877,165377,171469,163436,174106,171001,162402,159249,157123,165391,166022,171670,152675,173564,170028,177685,178510,175398,177072,164128,153955,151605,170060,165133,166791,178859,171335,183646,168831,172095,171263,159720,163580,158607,171109,153795,159595,158599,165597,183164,166393,168518,180671,178633,173095,148690,159865,175639,157560,169918,171915,160855,160438,170868,175177,176436,183671,180811,178784,172546,182520,180016,182570,165303,163253,172979,172497,175970,178652,155163,162488,160997,168997,176216,166918,176953,173913,169953,173292,176021,168605,179232,156324,174963,158769,162437,167929,167053,182328,170631,168105,179164,174767,171055,171326,174216,178878,169681,165016,162796,171245,157710,170027,182387,183135,163716,171638,170817,157829
78,136812,139810,140485,140599,140924,140949,180614,167824,172716,165408,180897,161852,151514,183615,164546,169953,187960,172730,168561,164534,167252,162717,181518,158596,163728,160940,168518,163380,152071,162140,170346,169747,173768,162067,169380,174657,175880,177080,169450,174285,179897,183716,185199,166422,179344,173630,178302,169229,166256,159676,171520,164467,160458,174450,167201,189483,165185,166595,183790,176188,188149,174169,162829,184166,157169,168422,161752,164369,169213,176312,178944,172118,161858,171702,179699,170011,166671,160155,174368,175187,178079,179466,176242,164700,171679,178688,169062,162737,172377,182117,172088,161052,171173,153266,160699,183971,165971,175542,173650,164483,171105,158210,191603,172879,169059,182559,174024,163521,182024,173619,166586,160914,181911,163342,170608,165585,171615,185152,175075,183875,162237,179708,170915,177818,167005,162769,175409,163892,168598,179052,170971,174553,154406,169445,165141,168741,160260,164596,170782,169224,179760,165384,181591,162216,178440,168703,170703,162937,174926,172514
79,136812,139810,140485,140599,140924,140949,143147,171437,163895,152388,175840,152187,179750,163548,172611,155763,159708,166132,172439,161431,180948,165051,167907,184774,160699,168970,162752,165041,168486,173385,159110,181419,155851,185337,162035,169279,164704,155704,179924,172986,175731,157176,177768,165905,162092,166572,186800,167464,172043,168358,166868,156157,170483,159845,175054,159731,176005,163701,174810,159606,167698,158985,165839,165167,167966,153881,167115,170960,162899,163498,173768,175020,162196,165801,150442,154422,165966,179928,162876,150872,174287,178052,166892,176388,182051,186609,176126,171437,181231,175952,176715,160647,165160,171149,172855,166057,162249,178470,183938,187118,155256,157083,185289,172828,185215,145302,181775,172291,168439,158332,177212,165733,171361,154570,184254,169896,161584,172750,168724,179033,180318,166486,175368,167210,180693,183148,185718,177534,162911,173139,177279,163590,173887,176620,177443,172801,180917,164986,174017,165476,158138,180881,170975,159828,164542,168946,161585,171246,180476,172567
80,136812,139810,140485,140599,140924,140949,183773,163011,175359,169135,162558,173217,151014,161047,171480,162965,163006,168848,161716,169532,184087,173030,177360,163473,160808,161233,152919,163301,166101,161015,179765,174230,178023,181598,162769,180501,160285,167233,171818,163002,156695,164418,154894,171645,161405,170667,156157,166686,178696,169066,173761,169348,160082,173166,176527,191528,183076,171740,161215,146379,175071,158184,157431,179587,172304,165172,165091,166426,166674,179741,180653,174657,166788,165301,172032,173597,174471,167135,166186,169143,179743,177130,161661,157702,181763,169733,163954,162399,156219,173060,169631,166306,157900,166588,181180,177646,174761,160505,181781,189612,181933,172012,168261,166000,163627,163687,176746,158937,166223,187650,160549,152368,178540,173710,170316,156846,159260,175101,166784,161082,162496,157555,172107,177014,163055,178504,180947,175412,168960,174903,163298,167157,179441,144137,158329,160005,158300,176255,166628,173269,163917,196259,171184,157907,164073,167682,150333,166759,170619,165522
81,136812,139810,140485,140599,140924,140949,169826,169419,174199,175806,169871,162495,176047,177001,157736,163340,156878,164793,169562,156798,162775,176629,176487,173005,175045,164945,163738,179758,166783,181907,170911,177187,167388,167588,178871,160440,187253,156294,174316,180997,164017,168302,174060,168139,170072,168405,164264,153528,177248,171710,163760,157208,174633,172758,163822,165213,175855,162460,145891,167565,161124,164258,167085,163138,166840,158013,162823,181369,162221,158937,156357,153298,174618,161087,180690,168552,159309,169781,155842,170005,173795,173554,171692,179143,165284,169249,166502,170243,164719,171893,165619,177403,169840,166357,156364,170302,170446,169241,167801,167257,173821,182672,168036,167529,161235,177296,178866,164717,174293,165050,169001,160550,149339,166537,160575,159676,160817,167556,162749,165375,170492,176955,176029,167967,156492,179897,173602,171729,170469,171301,175331,168112,178945,170048,174001,180409,181093,188694,150375,161326,166088,178017,162658,180677,167998,181233,153694,150971,169574,178365
82,136812,139810,140485,140599,140924,140949,163987,178505,163917,165921,177256,159630,168082,153374,162206,171038,152599,179400,185861,165955,171521,181665,181260,171687,178551,167580,182510,178831,173156,167367,162734,175488,172303,178862,181717,164192,171631,167063,169109,170775,160932,168304,162725,169566,165268,172813,165764,177310,167988,171359,164729,175282,177368,158682,164722,163173,174114,176750,151469,169910,165515,173855,157659,162181,160838,163032,161978,183700,156858,167567,179079,174997,178020,164301,169841,174404,167040,163063,160479,172857,174557,162695,161618,182428,175871,175706,179264,170027,172017,168680,182525,174871,159260,183478,164470,162065,181300,175976,167812,176801,163171,166611,193404,161284,164121,186618,161774,164870,170179,171166,170026,170515,173450,182213,176201,164961,161811,176441,183031,174569,140264,176195,166918,166990,170338,182494,151269,179731,176586,177781,161668,179652,184450,169858,165863,168497,181682,179891,167994,184327,172805,165109,176585,161406,186287,169129,162901,169681,173782,182842
83,136812,139810,140264,140485,140599,140924,173850,161638,159535,156902,162382,158572,165159,167515,191084,178618,167560,177277,190967,165931,161085,166505,165471,161517,161948,167321,169159,164738,173425,174248,179194,155763,161933,162980,174662,165450,165330,174989,164868,167714,161241,172600,170228,170450,168051,170250,156386,150932,168853,169785,179417,170274,155870,167947,155268,164856,170294,169285,163273,178739,171315,172603,152807,179839,175679,162668,178731,169713,176178,170461,156771,159821,176941,158534,176499,162683,156758,163745,172461,160375,166128,172194,162980,183560,175465,167043,157472,171800,158626,172209,176361,179954,165115,169259,157226,169764,160110,154842,161422,175482,157998,145920,151049,165115,168729,157603,174290,176633,170132,175873,165658,167882,172141,168404,172910,172579,162321,166009,176903,179005,167407,157270,168983,173405,166569,157096,163089,169307,168422,175541,163334,149372,161393,174613,167300,177690,166602,166081,158133,151764,176098,167156,177238,157500,149604,170630,176310,168110,162468,175830
